"p","U:0","U:1","U:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.5576e-05,0.12646,0.003324,0.0019039,0.00031683,3.0706e-05,6.3501e-05,-4.5216e-05,-5.2083e-06,-1.4453e-05,1,0.156,2,0.156,0.5
6.4654e-05,0.12643,0.0033823,0.001701,0.00031485,3.0885e-05,6.3322e-05,-4.5264e-05,-5.21e-06,-1.4575e-05,1,0.158,2,0.158,0.5
6.3732e-05,0.12641,0.0034406,0.0014982,0.00031286,3.1063e-05,6.3142e-05,-4.5312e-05,-5.2116e-06,-1.4697e-05,1,0.16,2,0.16,0.5
6.281e-05,0.12638,0.003499,0.0012953,0.00031088,3.1242e-05,6.2963e-05,-4.536e-05,-5.2132e-06,-1.482e-05,1,0.162,2,0.162,0.5
6.1888e-05,0.12635,0.0035573,0.0010924,0.00030889,3.1421e-05,6.2783e-05,-4.5408e-05,-5.2149e-06,-1.4942e-05,1,0.164,2,0.164,0.5
6.0966e-05,0.12632,0.0036156,0.00088956,0.00030691,3.16e-05,6.2604e-05,-4.5456e-05,-5.2165e-06,-1.5064e-05,1,0.166,2,0.166,0.5
6.0044e-05,0.1263,0.0036739,0.0006867,0.00030492,3.1778e-05,6.2425e-05,-4.5504e-05,-5.2182e-06,-1.5187e-05,1,0.168,2,0.168,0.5
5.9785e-05,0.12625,0.0037113,0.00051081,0.00030291,3.1958e-05,6.23e-05,-4.5565e-05,-5.1674e-06,-1.5186e-05,1,0.17,2,0.17,0.5
5.9894e-05,0.1262,0.003737,0.00034991,0.00030089,3.2139e-05,6.2207e-05,-4.5633e-05,-5.0877e-06,-1.5117e-05,1,0.172,2,0.172,0.5
6.0003e-05,0.12615,0.0037627,0.000189,0.00029887,3.232e-05,6.2113e-05,-4.5702e-05,-5.0079e-06,-1.5048e-05,1,0.174,2,0.174,0.5
6.0111e-05,0.1261,0.0037883,2.8093e-05,0.00029685,3.2501e-05,6.2019e-05,-4.577e-05,-4.9281e-06,-1.4979e-05,1,0.176,2,0.176,0.5
6.022e-05,0.12605,0.003814,-0.00013281,0.00029483,3.2682e-05,6.1926e-05,-4.5839e-05,-4.8483e-06,-1.491e-05,1,0.178,2,0.178,0.5
