"p","U:0","U:1","U:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.4581e-05,0.11679,0.0071144,0.0037443,0.00018493,2.8616e-05,5.6827e-05,-2.693e-05,1.3783e-06,1.1161e-05,1,0.196,2,0.196,1.9
4.2681e-05,0.11637,0.0072289,0.0036206,0.00018308,2.8598e-05,5.6434e-05,-2.6811e-05,1.3701e-06,1.109e-05,1,0.198,2,0.198,1.9
4.078e-05,0.11596,0.0073434,0.0034969,0.00018122,2.8579e-05,5.604e-05,-2.6692e-05,1.362e-06,1.102e-05,1,0.2,2,0.2,1.9
3.8879e-05,0.11554,0.0074579,0.0033732,0.00017936,2.8561e-05,5.5646e-05,-2.6573e-05,1.3538e-06,1.0949e-05,1,0.202,2,0.202,1.9
3.6979e-05,0.11512,0.0075724,0.0032495,0.0001775,2.8543e-05,5.5253e-05,-2.6454e-05,1.3456e-06,1.0879e-05,1,0.204,2,0.204,1.9
3.5078e-05,0.11471,0.0076869,0.0031258,0.00017565,2.8524e-05,5.4859e-05,-2.6335e-05,1.3374e-06,1.0809e-05,1,0.206,2,0.206,1.9
3.3177e-05,0.11429,0.0078014,0.0030021,0.00017379,2.8506e-05,5.4466e-05,-2.6216e-05,1.3292e-06,1.0738e-05,1,0.208,2,0.208,1.9
3.1277e-05,0.11387,0.0079159,0.0028784,0.00017193,2.8488e-05,5.4072e-05,-2.6097e-05,1.321e-06,1.0668e-05,1,0.21,2,0.21,1.9
3.0541e-05,0.11393,0.0078303,0.0029259,0.00017041,2.8442e-05,5.385e-05,-2.589e-05,1.2749e-06,1.0764e-05,1,0.212,2,0.212,1.9
2.9838e-05,0.11401,0.0077391,0.0029783,0.00016891,2.8395e-05,5.3632e-05,-2.5681e-05,1.2277e-06,1.0864e-05,1,0.214,2,0.214,1.9
2.9135e-05,0.11408,0.0076479,0.0030307,0.0001674,2.8348e-05,5.3415e-05,-2.5472e-05,1.1805e-06,1.0965e-05,1,0.216,2,0.216,1.9
2.8432e-05,0.11416,0.0075567,0.003083,0.00016589,2.8302e-05,5.3197e-05,-2.5263e-05,1.1333e-06,1.1065e-05,1,0.218,2,0.218,1.9
2.7729e-05,0.11423,0.0074654,0.0031354,0.00016439,2.8255e-05,5.298e-05,-2.5054e-05,1.0862e-06,1.1166e-05,1,0.22,2,0.22,1.9
2.7027e-05,0.1143,0.0073742,0.0031877,0.00016288,2.8209e-05,5.2762e-05,-2.4845e-05,1.039e-06,1.1266e-05,1,0.222,2,0.222,1.9
2.6324e-05,0.11438,0.007283,0.0032401,0.00016137,2.8162e-05,5.2545e-05,-2.4636e-05,9.918e-07,1.1367e-05,1,0.224,2,0.224,1.9
2.5669e-05,0.1144,0.0072153,0.0032697,0.00015988,2.8115e-05,5.2322e-05,-2.4436e-05,9.4773e-07,1.1462e-05,1,0.226,2,0.226,1.9
